id;default;legal_form;zip_code;sector;year_inc;count_emp;type_pl;sales;gross_performance;gross_profit;earn_from_op;fin_result;oth_interest_inc;oth_interest_exp;result_from_ord_bus;total_result;annual_profit;total_assets;total_liabilities_st;total_liabilities_mt;total_liabilities_lt;bank_liabilities_st;bank_liabilities_mt;bank_liabilities_lt;trade_payables_st;trade_payables_mt;trade_payables_lt;bonds_payables_st;bonds_payables_mt;bonds_payables_lt;total_equity;current_assets;monetary_current_assets;cash;trade_receivables_st;trade_receivables_lt;cf_operating;cf_investment;cf_financing
C_770;0;GmbH;52249;46902;1982;;GKV;2460546.37;2119442.75;858514.16;44228.55;-2862.94;1668.98;4531.92;41365.61;33776.18;22997.45;1954909.43;763032.11;22428.68;0.0;58084.98;22428.68;;212919.25;;;;;;205962.44;1897613.16;907552.98;133137.25;742951.54;;209682.23;-10262.37;-221789.82
C_251;0;GmbH & Co. KG;52062;47783;1986;491.0;GKV;19299245.41;9083470.68;1822785.71;673073.26;-500865.08;863.98;501843.56;172208.18;172208.18;113105.04;6438246.74;4754161.66;457220.11;144591.3;3455000.0;108000.0;144591.3;777000.0;349220.11;;;;;262450.79;6126338.98;1542568.1;1045714.26;384154.87;;5348379.09;30899.67;-132838.29
C_358;0;GmbH;52156;68320;1974;;GKV;1955495.67;2139896.66;1586934.92;146610.76;-2357.24;642.76;3000.0;144253.52;144253.52;91268.46;844020.3;430101.8;0.0;0.0;;;;;;;;;;413918.5;639355.05;351513.32;266609.48;;;145502.84;-190799.27;-2.9100000000000003e-10
C_134;0;GmbH;52457;20160;1999;152.0;GKV;705867.8;705867.8;541880.65;4402.31;-1666.8;7.47;1674.27;2735.51;2735.51;1686.17;171338.66;142978.01;0.0;0.0;;;;;;;;;;28360.65;130199.36;130145.5;20382.22;;;16405.06;-31673.81;-4.0000000000000004e-11
C_128;0;Sonst. Gewerbetreibende;53757;41201;1985;;GKV;4697910.16;4697910.16;1891206.8;406099.25;1225.31;1261.28;35.97;407324.56;407324.56;102042.8;1511956.92;334767.44;0.0;0.0;;;;20408.25;;;;;;1177189.48;956474.03;656416.64;467032.57;;;140461.37;-2210.64;-273.95
C_288;0;GmbH;53639;46734;1986;16.0;GKV;1853896.8;1718194.1;600591.09;169668.26;-15009.86;;15009.86;154658.4;154658.4;108952.26;2664276.5;252114.16;129166.41;0.0;50000.0;129166.41;;61707.79;;;;;;2249542.68;1880240.99;1465104.76;1253770.9;4786.3;;-348046.0;-35324.27;38676.5
C_141;0;GmbH;53721;62020;2008;301.0;GKV;259739.47;259739.47;62047.32;16341.67;;;;16341.67;16341.67;16341.62;27026.37;16526.37;0.0;0.0;;;;1142.4;;;;;;10500.0;23136.37;15979.89;15979.89;;;6138.14;-3519.16;3897.3
C_313;0;GmbH;40721;25110;1973;44.0;GKV;336315.62;336315.62;206412.63;29370.68;557.67;557.67;;29928.35;27328.35;18513.36;110569.67;35562.77;0.0;0.0;;;;14567.36;;;;;;72277.0;101492.66;95088.51;45507.27;;;32810.42;-649.95;-9171.7
C_375;0;GmbH;40882;46734;1976;23.0;GKV;750890.33;750890.33;553535.49;84397.74;-1683.92;3130.07;4813.99;82713.82;82713.82;72416.82;299469.5;99410.83;55082.31;0.0;19981.38;;;17061.91;;;;;;144976.36;252673.5;39916.17;28548.85;1345.03;;112116.25;3786.06;-142502.44
C_129;0;GmbH;51379;86101;1878;143.0;GKV;3245477.43;3245477.43;1254090.42;179980.76;-45282.91;91.08;45373.99;134697.85;134697.85;113482.51;2560367.82;995553.11;977465.36;0.0;255172.65;;;586165.84;;;;;;587349.35;489551.67;175635.31;52896.63;;;925411.78;-1058957.82;782410.08
C_176;0;GmbH;40233;47430;1993;48.0;GKV;559502.27;559502.27;412913.23;56212.3;-8.47;;8.47;56203.83;56203.83;55561.83;169429.99;81541.46;51679.12;0.0;;;;32883.4;;;;;;36209.41;167710.01;162461.22;102037.98;;;-1382.62;-605.25;51679.12
C_889;0;GmbH;40468;51100;2002;161.0;GKV;4074371.65;4074371.65;1487164.47;236794.9;15077.7;26418.6;11340.9;251872.6;251872.6;1.31e-10;2652968.96;2445642.49;84402.14;0.0;104130.75;84402.14;;16149.28;;;;;;122924.33;928539.14;126275.77;8277.16;;;570354.64;-1303.75;-467413.68
C_328;0;GmbH;40211;62019;1993;76.0;GKV;20895577.87;19997486.02;10156444.48;779850.36;-65887.06;1559.1;67446.16;713963.3;713963.3;494320.32;5656852.81;3512193.53;0.0;17205.0;;;;;;;;;;2127454.28;4561439.87;2398990.82;8272.42;2346287.77;2000.0;564207.61;-252343.8;-311000.0
C_948;0;OHG;40878;62090;2007;;GKV;601239.85;601239.85;488980.75;-154668.24;698975.09;68203.2;78.75;544306.85;544112.45;535417.29;8846256.17;117569.93;0.0;0.0;;;;15676.4;;;;;;8704464.56;5704591.13;5599258.27;5491457.61;;;467516.2;-19068.51;-166320.14
C_011;0;GmbH;74821;46495;2010;95.0;GKV;71370284.14;72495057.07;23366216.8;3775556.38;-702666.54;;702666.54;3072889.84;3072889.84;2166588.56;56154655.39;21563769.39;13645832.0;0.0;17244223.55;13645832.0;;2869159.68;;;;;;20945054.0;12209204.06;7422276.15;2738.19;4850092.42;;3522675.33;-6298502.63;2965636.67
C_070;0;GmbH;45326;46421;1982;301.0;GKV;110061.26;110061.26;80258.78;4437.98;;;;4437.98;4437.98;4437.98;41052.28;33818.49;0.0;0.0;;;;;;;;;;7233.79;32045.27;29763.42;9875.31;;;8103.14;-2321.0;1.82e-12
C_399;0;GmbH;45356;16100;1987;;GKV;31260290.84;30922833.42;7731566.45;475529.6;50481.38;59488.91;9007.53;526010.98;526010.98;365759.28;5430546.29;2225781.69;207100.0;0.0;;;;87372.04;;;;;;2704518.34;5417232.24;2361291.36;293573.87;;;-451086.3;0.0;100000.0
C_087;0;GmbH;45141;81210;1997;1454.0;GKV;13324614.67;13041780.17;8746837.64;1828588.83;-1689433.26;3067.88;1692546.6;139155.57;337051.78;98454.48;99371394.33;6675359.24;5160582.08;30869012.24;1041130.42;4618946.81;27570223.28;350331.79;;;;;;48675964.65;6809977.87;2808870.64;2459114.37;228691.95;;3289102.5;-1212909.13;-853215.74
C_116;0;GmbH;45128;26300;2000;;GKV;1501101.83;1501093.11;1483747.59;198638.5;-31666.11;316.0;31982.11;166972.39;165577.39;130811.29;577221.35;428046.38;0.0;0.0;;;;;;;;;;140430.97;407122.34;264366.25;9875.89;247628.48;;99638.48;-31290.96;-220487.34
C_843;0;GmbH;47509;46712;1990;50.0;GKV;10462356.73;10462356.73;8641881.73;839691.71;-307463.29;14633.54;322096.83;532228.42;523960.11;523960.11;20039300.76;986745.27;1561227.26;5734000.0;345000.0;1533978.62;5734000.0;130000.0;27248.64;;;;;7200441.89;1728630.27;1718607.73;1196051.83;507913.14;1600.0;1162537.5;-205179.15;-337327.01
C_229;0;GmbH;47665;45100;2001;;GKV;1950541.87;1800947.42;1742639.45;35638.5;-24366.58;;24366.58;11271.92;11272.13;13085.06;1027025.86;917805.87;0.0;0.0;;;;;;;;;;109219.99;222506.46;200216.43;141428.48;;;50062.22;-99095.5;-41023.29
C_829;0;GmbH;56355;70101;2004;;GKV;24411333.09;22014970.99;6324621.52;114738.46;-53794.26;11121.16;64915.42;60944.2;60944.2;60451.2;4989702.33;4989702.33;0.0;0.0;;;;124618.87;;;;;;0.0;1655690.99;783927.39;471514.74;312021.65;;373980.83;-25411.3;11092.05
C_655;0;GmbH;56242;62019;2003;;GKV;17099087.44;20218636.44;7034689.85;250714.41;-146645.85;1563.61;148209.46;104068.56;104068.56;30407.24;10278616.38;7863989.49;546219.0;0.0;269873.64;137582.0;;1998127.59;;;;;;1868407.89;7368461.14;3844284.65;2553320.97;1103641.66;;1834427.02;-298740.23;27831.0
C_465;0;GmbH & Co. KG;51105;28910;1903;396.0;GKV;5821157.68;5693557.04;2612303.39;662034.25;-4.78;24074.24;24079.02;662029.47;651401.84;450109.64;2376476.06;1281504.72;108517.96;0.0;45602.76;108517.96;;92964.02;;;;;;979745.12;1827918.24;1819525.53;1060009.68;676110.38;;412128.2;-22172.67;-538635.54
C_787;0;Genossenschaft;50668;47112;1962;40.0;GKV;169447041.2;167672299.2;106224572.0;40802155.29;-25778895.97;1148385.01;28467790.15;15023259.32;15023259.32;14394032.95;1084173663.0;165800984.2;107008000.0;457754223.0;22996216.82;96853000.0;421041000.0;7470738.13;89000.0;16000.0;;;;335314453.0;133791863.4;78809997.65;72428540.01;2188943.62;102000.0;79228945.58;-9002147.5;62690434.5
C_767;0;GmbH;50668;46399;1962;24.0;GKV;3006483.55;3006483.55;3129291.59;184813.22;-15010.28;2.79;15138.35;169802.94;169802.94;153598.29;977928.52;460828.09;155720.06;0.0;206578.37;155720.06;;99905.51;;;;;;361380.37;428023.96;440142.31;50945.84;354936.53;;158429.77;-400606.42;200671.05
C_336;0;GmbH;50968;28130;1995;776.0;GKV;862563.06;862563.06;893599.32;99926.36;-19287.02;;19287.02;80639.34;80639.34;52513.65;1440211.35;138851.34;684222.5;0.0;;;;7928.07;;;;;;567987.01;220757.98;163005.12;83674.56;;;298603.98;-327435.71;50000.0
C_054;0;GmbH & Co. KG;50668;46750;1996;129.0;GKV;1930544.4;1582214.73;738044.16;203720.39;-1219.03;525.5;1744.53;202501.36;202501.36;142039.56;1463705.84;752779.97;0.0;0.0;;;;116059.41;;;;;;221020.57;1451682.5;829587.65;2314.16;822174.19;;-44958.38;-5743.64;938.52
C_552;0;GmbH;51149;46734;1998;17661.0;GKV;2842765.22;2842765.22;2730008.97;72558.48;-13220.49;213.67;13434.16;59337.99;59337.99;59337.99;1563512.07;512613.56;0.0;0.0;;;;;;;;;;869720.87;425166.85;391845.88;174326.63;;;205715.5;-37646.81;-508513.17
C_972;0;GmbH;50733;45310;1994;;GKV;279427.99;474655.31;296276.37;10208.65;-3709.1;36.25;3745.35;6499.55;6499.55;3649.1;167254.68;38236.14;65243.17;0.0;;;;9445.89;;;;;;63775.37;138315.27;61820.65;43807.92;11520.82;;-1236.88;-2191.21;3693.01
C_689;1;GmbH & Co. KG;47906;35000;2010;;GKV;1639564.4;1721564.4;1308749.77;162695.53;-30370.61;;30370.61;132324.92;132324.92;129807.29;764723.62;764723.62;0.0;0.0;;;;;;;;;;0.0;219885.49;109802.2;1133.5;;;292200.56;-9723.13;-233088.11
C_513;0;GmbH;42853;46432;1995;46.0;GKV;2333050.63;2656335.43;1533996.35;1365302.74;-65177.63;35533.98;100711.61;1300125.11;1300125.11;1087315.31;8262759.69;7047523.49;0.0;0.0;11.69;;;510299.35;;;;;;1215236.2;3020705.89;477145.9;54940.01;182466.6;;5476033.65;-5251891.51;-266350.63
C_892;0;GmbH & Co. KG;42929;16230;1999;13.0;GKV;1354531.19;1354531.19;1362137.08;84184.53;-10298.57;130.81;10429.38;73885.96;77703.46;72604.9;624159.71;194040.93;290697.75;0.0;;;;53548.55;;;;;;139421.03;321601.64;290209.82;40676.36;240881.39;;66347.92;-299461.83;264430.53
C_035;0;GmbH;42781;53200;1990;;GKV;35059187.37;34640563.83;9236754.77;-1547038.17;-251375.24;4363.76;255739.0;-1798413.41;-1798413.41;-8.95e-10;13595448.61;10868634.61;0.0;166814.0;;;;940957.75;;;;;;2560000.0;5788284.32;73198.81;436.32;;;1617172.21;-1549072.29;-68354.91
C_043;0;GmbH;42657;71122;2005;;GKV;1466305.84;1466305.84;338293.21;6991.31;;;;6991.31;6991.31;4559.09;295321.12;227536.19;0.0;0.0;;;;180594.52;;;;;;67784.93;289366.12;267252.67;27710.98;238575.19;;-38625.4;-2649.63;-8.73e-11
C_446;0;GmbH;54296;43210;2002;;GKV;70862467.86;70862467.86;2070076.75;1520010.03;2313.42;2313.42;;1522323.45;1522323.45;-1.1299999999999999e-08;10983692.79;10884455.74;0.0;0.0;;;;3108947.73;;;;;;99237.05;10976670.71;6807867.76;1995504.51;;;-197484.78;390.0;-2348953.89
C_075;0;GmbH;42551;46492;2002;;GKV;7799824.0;7801383.39;3846144.61;252366.93;-30621.08;902.5;31523.58;221745.85;221745.85;141360.44;2784945.41;760543.33;208505.18;0.0;45878.0;;;171448.13;;;;;;1724979.0;1138909.9;784742.84;490339.97;;;731814.07;-361186.83;-45878.0
C_916;0;GmbH;46569;36001;1998;3.0;GKV;1994098.87;1997778.87;1811453.67;490231.18;-17238.78;;17238.78;472992.4;472992.4;461293.36;1769267.21;206944.86;109447.36;0.0;41910.89;109447.36;;68416.49;;;;;;1452874.99;910625.19;273381.94;118425.49;;;474154.98;12367.14;-89128.99
C_393;0;GmbH;42289;71122;2010;;GKV;545333.87;545333.87;179924.67;24130.97;-15391.17;;15391.17;8739.8;8739.8;13700.21;557563.75;177678.57;194583.03;0.0;118808.05;;;21798.43;;;;;;185302.15;394118.82;394528.75;;376177.29;;25931.71;-11151.93;-26219.2
C_074;0;GmbH;55545;70220;2006;2.0;UKV;7816500.0;;;5508000.0;7500.0;7500.0;;5515500.0;5515500.0;4854800.0;7670400.0;2970500.0;0.0;0.0;;;;59000.0;;;;;;4699900.0;5929200.0;5845000.0;4198600.0;1571500.0;;7086199.88;48.1;-5535949.74
C_324;0;GmbH & Co. KG;64584;42990;1932;96.0;GKV;19254886.55;19254886.55;18753891.62;1611842.06;-100292.54;29098.93;129391.47;1511549.52;1511549.52;1481647.45;20068359.61;6211644.8;810528.0;2124077.53;133960.27;810528.0;2124077.53;1406064.93;;;;;;8730801.28;10145888.96;9631196.0;5864797.14;;;1829809.18;-3825702.63;2414707.74
C_384;0;GmbH;64347;25120;2003;9.0;GKV;502527.6;558523.38;991689.51;40261.54;-11391.74;2001.01;13392.75;28869.8;28869.8;-1.46e-10;1399536.62;1373972.03;0.0;0.0;;;;;;;;;;25564.59;409921.86;97672.62;75958.6;;;4334.6;-7.390000000000001e-13;-28869.8
C_293;0;GmbH;64807;25733;2011;;GKV;5892768.29;5799556.52;3198762.5;28374.07;-52641.66;;52641.66;-24267.59;-24267.59;-36698.32;1997174.87;1427433.1;50171.31;330308.0;545324.66;;;377075.89;;;;;;40724.29;1752539.11;459198.0;2232.0;432433.4;;-31567.8;-86362.52;-2051.53
C_963;0;GmbH;60486;49392;1992;397.0;GKV;8598534.0;8598534.0;418590.63;18951.17;-4324.59;344.37;4668.96;14626.58;14626.58;14237.58;553955.91;531437.52;0.0;0.0;;;;;;;;;;22518.3;497978.91;351438.1;53169.55;258490.64;;-217594.1;-40703.88;88595.61
C_469;1;GmbH;65843;46692;1990;;GKV;96952.4;114882.4;257007.72;21865.74;-40817.6;;40817.6;-18951.86;-18951.86;-22943.97;660527.7;371761.99;187363.64;73427.48;;;;;;;;;;27974.59;223018.49;80874.93;80874.93;;;302229.87;-112734.0;-198016.98
C_010;0;GmbH;60489;72100;2002;;GKV;263712.43;263712.43;193620.71;17374.89;-4506.7;1138.61;5645.31;12868.19;12868.19;12081.55;144515.83;54976.3;0.0;56219.12;30154.08;;56219.12;4772.22;;;;;;33320.41;113277.83;53321.75;3019.86;;;41444.0;-7453.11;-14636.91
C_875;0;AG;60323;71122;2003;16.0;GKV;28740939.26;28917925.74;9950802.21;5015480.47;131631.4;148918.57;4538.17;5147111.87;5147111.87;3572805.51;36170379.99;6509675.9;2196520.615;480676.73;;;;1080308.2;;;;;;22580857.21;16924069.34;16778832.49;10093609.45;4405125.94;;-676175.48;-1860503.68;-2142221.16
C_591;0;GmbH;60313;68201;2011;;GKV;2644271.46;3181188.46;977380.68;37206.11;-18655.18;10.55;18665.73;18550.93;18550.93;-10061.07;1478200.25;493560.89;60000.0;0.0;53556.0;49000.0;;168904.19;;;;;;23008.13;1359372.92;145949.13;6142.91;91359.1;;163206.68;-87442.65;33220.99
C_671;0;GmbH;63456;23610;1999;241.0;GKV;1495668.79;1485115.79;896283.36;56918.23;-13428.36;18.75;13447.11;43489.87;43489.87;32939.96;434370.99;244688.12;116165.82;0.0;95091.9;;;55139.04;;;;;;73517.05;256385.92;230050.41;2115.17;;;13517.24;-70799.04;48066.07
C_903;0;GmbH;34123;52291;2003;;GKV;2119953.25;2084237.78;1284079.65;136306.4;-1963.2;1521.62;3484.82;134343.2;134343.2;94025.02;1105862.32;338952.72;73966.93;30712.79;;73966.93;30712.79;40724.07;;;;;;662229.88;972171.5;876033.33;408146.12;434651.74;;36806.57;-53294.71;50357.08
C_108;1;GmbH;65520;28910;1985;;GKV;189182.84;231682.84;155849.82;35789.74;-1240.0;;1240.0;34549.74;34549.74;32956.74;120379.47;76847.46;23087.13;0.0;170.07;;;32875.62;;;;;;20444.88;78198.47;26105.43;1331.0;;;18273.81;-37149.97;18560.9
C_460;0;GmbH;55124;26119;1990;;GKV;4014734.01;4024219.77;1764490.94;94751.8;-12973.18;154.78;13188.45;81778.62;81778.62;51911.88;1881997.79;1175104.99;200000.0;0.0;;200000.0;;389484.42;;;;;;406395.42;1156051.43;607021.11;442754.44;;;323754.32;-522719.88;286256.71
C_616;0;AG;55122;23190;1972;4313.0;GKV;5177744.8;5190660.16;1830258.46;696690.23;-68686.0;20066.02;88752.02;628004.23;628004.23;-5.24e-10;6351759.46;2020543.8;504002.03;1281805.0;228533.5;504002.03;1281805.0;485093.79;;;;;;2545408.63;1360476.91;416712.28;9680.61;;;1300072.89;-792415.38;-523483.55
C_071;0;GmbH;55129;68202;2000;;GKV;1218533.63;1224135.41;568699.04;-59312.46;-83428.57;56.74;83485.31;-142741.03;-142741.03;-2.87e-10;2026390.05;2020075.62;0.0;0.0;;;;128830.23;;;;;;6314.43;1125996.42;297557.24;4869.57;;;10426.3;-2648.22;15697.54
C_929;0;GmbH;55129;68300;1992;;GKV;3610986.86;3617246.04;3129774.72;17623.22;32003.54;41514.02;9510.48;49626.76;49626.76;175086.21;1254204.07;481995.09;3230.59;337348.48;;;337348.48;90056.18;;;;;;431629.91;556903.03;631359.09;395397.3;42488.44;;22516.0;-390140.16;321324.48
C_280;0;GmbH & Co. KG;55129;68200;2007;;GKV;2508000.0;2508000.0;2079000.0;339000.0;-150000.0;30000.0;180000.0;189000.0;189000.0;189000.0;5738270.78;368782.75;944532.46;2345271.86;208143.02;944532.46;2345271.86;34448.41;;;;;;2076615.79;1698086.35;310764.68;295965.27;11429.69;;445136.77;-42404.0;-208332.57
C_372;0;GmbH & Co. KG;55129;68101;2011;;GKV;1515076.58;1565139.25;1238571.75;214988.07;73.94;73.94;;215062.01;215062.01;161365.61;603568.63;163932.73;0.0;0.0;;;;496.29;;;;;;439635.9;595683.63;544624.76;175189.37;;;26448.99;-183.99;-180000.0
C_619;0;GmbH;63263;70220;1976;;GKV;2350724.07;2350724.07;2358612.42;252042.5;13266.17;15994.55;2728.38;265308.67;265308.67;-4.66e-10;738345.87;638903.1;0.0;0.0;;;;1847.6;;;;;;99442.77;737928.87;737760.21;36.7;190819.4;;262746.81;2598.56;-265308.67
C_516;1;GmbH;63165;56101;1989;;GKV;777003033.6;786655059.5;75263267.76;13067451.57;-3030254.9;949726.43;3979981.33;10037196.67;10037196.67;7514676.09;287916992.1;243625045.9;9016150.0;1625000.0;49389779.87;9016150.0;1625000.0;178244354.8;;;;;;33267227.07;252777632.8;134203686.6;1338186.66;;;6871560.86;-9192298.35;7966920.1
C_917;0;GmbH;63263;62020;2000;;GKV;4517436.2;4645748.63;2523376.21;46499.16;-7115.66;7.23;7122.89;39383.5;39383.5;21846.2;2545878.08;366149.96;0.0;0.0;;;;;;;;;;1138997.37;1891711.58;503031.69;344654.05;;;340186.78;-126546.98;0.0
C_794;0;GmbH;63065;64200;2007;;GKV;34700291.18;34700291.18;3252686.37;-313188.74;169.24;169.24;;-313019.5;-313019.5;0.0;16165528.52;15654236.63;0.0;0.0;;;;312763.69;;;;;;511291.89;12753235.58;5435661.37;1344274.76;;;2714515.55;-2989457.95;-411741.5
C_366;0;Freiberufler;64711;87100;1990;;GKV;108309199.6;108177583.6;23366019.89;4736480.8;-649739.67;748970.8;1970030.51;4086741.13;4086741.13;-3.03e-09;47099644.44;20340023.28;10680000.0;75647.0;2828690.28;10680000.0;;12685703.0;;;;;;15871860.85;24790374.02;3358520.07;2835903.15;;;-3615461.54;5600865.08;-6737324.31
C_994;0;GmbH;55286;85599;2010;;GKV;30932528.76;29867581.69;16540156.5;4616965.66;-2411360.74;72178.03;2481098.37;2205604.92;2205604.92;2118209.85;199479360.4;18700745.0;25198919.29;30716980.91;7243000.0;18218842.88;28827000.0;;;;;;;114476809.6;20376228.25;8969899.59;8911072.0;;;10049669.96;-4477569.63;-1965513.75
C_926;0;GmbH;65779;46494;1970;;GKV;849825.78;842514.78;494355.21;85206.4;-5004.96;3.75;5038.71;80201.44;80201.44;70566.95;246203.24;172459.14;0.0;0.0;;;;;;;;;;73744.1;121340.21;113142.41;12527.64;;;-44157.97;-13220.24;-58895.65
C_263;0;GmbH;61348;46330;1992;20.0;GKV;3687000.0;9281000.0;2794000.0;879000.0;-1312000.0;116000.0;1597000.0;-433000.0;-433000.0;0.0;58436000.0;56757000.0;0.0;0.0;;;;;;;;;;1538000.0;23597000.0;1969000.0;281000.0;;;34747547.77;-3340153.59;-31198588.24
C_069;0;BGB-Gesellschaft;61231;47410;1996;;GKV;3911826.41;3722811.3;2814636.41;528605.77;-15435.2;4698.13;20133.33;513170.57;513170.57;-2.0799999999999998e-10;2774407.35;2163192.9;11176.55;0.0;;;;134498.62;;;;;;947995.38;2347133.27;356442.98;397.44;;;547141.73;-34807.96;-514731.97
C_122;0;OHG;65824;70109;2009;174.0;GKV;91693.16;91693.16;19047.35;10498.45;-1296.0;739.08;2035.08;9202.45;9202.45;9106.45;41082.71;5263.38;0.0;0.0;;;;;;;;;;35819.33;36232.05;11363.86;11164.2;;;38330.2;-2375.64;-30731.79
C_928;0;GmbH;65824;46600;1987;5.0;GKV;5400390.14;5196753.23;3352196.04;551363.51;-150790.94;9304.01;165777.15;400572.57;400572.57;257414.33;8945671.81;6479848.29;0.0;0.0;;;;;;;;;;2123693.82;1893774.14;861827.43;317254.79;;;1158635.02;-1047042.14;-4194037.46
C_296;1;GmbH;79539;96090;1986;;GKV;985597.0;1036028.5;1078658.43;6079.8;-6626.91;150.03;6776.94;-547.11;-547.11;-682.12;315113.95;132277.89;138223.08;0.0;49773.12;133239.79;;20097.55;;;;;;41462.98;133033.43;86262.45;51.13;48653.48;;-86750.88;-91910.63;111510.56
C_992;0;AG;79639;35113;1998;;GKV;2805182.27;2815476.54;1220422.33;407167.95;-145871.65;7740.89;153612.54;261296.3;261296.3;195019.5;19896003.5;508842.87;1525922.69;1766008.63;359384.08;1525922.69;1766008.63;98913.4;;;;;;15409882.9;1264337.82;563166.37;458530.52;2110.8;4207.6;500565.72;-434994.31;-363284.47
C_215;0;GmbH;79576;22230;1998;;GKV;7430230.44;7319804.79;3643002.28;1100846.07;-418549.63;2122.25;420671.88;682296.44;682296.44;3.78e-10;25783515.78;11332515.78;3235000.0;7343000.0;1000000.0;;;445983.99;;;;;;3873000.0;10857051.82;198120.16;;146120.16;;4046780.97;-920889.53;-3125891.44
C_839;0;GmbH;73072;46100;1999;;GKV;3691071.96;3691071.96;1731010.28;8715.31;-1081.34;112.66;1194.0;7633.97;7633.97;903.7;349207.75;300650.38;0.0;0.0;;;;;;;;;;48557.37;349207.75;221177.6;221177.6;;;17216.53;0.0;-126771.08
C_946;0;GmbH & Co. KG;69181;41103;1986;12.0;GKV;2672888.23;2672888.23;2254844.28;34515.93;-16447.18;590.6;17037.78;18068.75;18068.75;15836.03;2516516.35;439502.14;132745.75;7000.0;67000.0;121745.75;7000.0;100869.13;;;;;;1457718.46;686590.5;536629.78;471167.85;12641.97;;156443.04;-106193.71;-77254.25
C_687;0;GmbH;97944;46693;1994;232.0;GKV;4957215.41;5076015.41;2787664.53;730904.23;-48471.12;5549.43;54020.55;682433.11;682433.11;459139.0;3760615.34;1133883.39;41000.0;231050.0;;;;177517.52;41000.0;;;;;2354681.95;2853033.95;2659773.73;2378716.5;216441.12;;273848.05;353439.28;-1028162.61
C_049;0;Genossenschaft;74177;46210;1916;163.0;GKV;2174180.47;2174180.47;2428950.77;111304.07;249732.33;436.84;15704.51;361036.4;361036.4;282801.14;5043439.31;605462.88;613144.21;19000.0;321882.51;373144.21;19000.0;26623.49;;;;;;2128429.74;878550.13;617594.61;555875.29;50558.1;;692685.4;-274280.8;-339622.97
C_908;0;GmbH;74369;29200;1986;87.0;GKV;25266.33;25266.33;66384.39;1334.45;;;;1334.45;1334.45;1139.95;26328.7;560.09;0.0;180.46;;;;;;;;;;25543.4;22528.7;22528.7;;;;-400.0;400.0;3.64e-12
C_979;0;Sonst. Gewerbetreibende;74831;68200;1982;;GKV;15504983.0;15504983.0;31198368.0;-34633929.0;131387893.0;19828317.0;13809035.0;96753964.0;96542115.0;55018051.0;1501785182.0;527028543.0;0.0;9993861.0;;;;1561278.0;;;;;;964762778.0;747435437.0;256464069.0;256281615.0;;;126254412.0;-133220515.0;-58951.0
C_865;0;GmbH;71672;22290;1958;195.0;GKV;26820992.73;26820992.73;8736478.31;498204.42;-60178.05;12.0;157630.22;438026.37;438026.37;260230.42;11805674.83;3935891.18;1566801.88;2422000.0;304734.1;1566801.88;1922000.0;2351668.16;;;;;;3880981.77;8764815.78;2842544.08;158693.21;1335225.37;;810286.78;-256203.55;1532168.66
C_676;0;GmbH;74072;85530;2008;;GKV;1293617.04;1293617.04;1323306.27;145213.95;-1274.4;1373.66;2648.06;143939.55;143939.55;96157.38;416086.53;162871.78;28094.79;0.0;9659.73;28094.79;;3102.84;;;;;;225119.96;202899.78;217683.72;65314.35;;;233437.71;-87040.43;-196647.47
C_748;0;GmbH;68165;70101;1999;7.0;GKV;1755815.49;1860622.49;1510062.22;-395380.13;-53285.02;0.07;53285.09;-448665.15;-448665.15;-448665.15;3450010.27;2980543.98;0.0;0.0;7186.51;;;93765.67;;;;;;469466.29;236826.18;241453.58;509.66;;;1282591.07;-1301871.83;2.33e-10
C_174;0;GmbH;66862;43291;1993;;GKV;1208456.33;1208456.33;1118995.03;70892.04;-9986.16;;9986.16;60905.88;60905.88;52426.88;461006.57;137652.26;291253.02;0.0;56147.37;;;60789.2;;;;;;32101.29;120192.57;100375.08;84.39;;;128235.94;-226921.18;61336.63
C_105;0;AG;76185;70101;1856;;GKV;53372139.09;53110170.33;31579126.53;-18651240.81;-2035882.56;13143.72;2552819.69;-20687123.37;-20687123.37;2.33e-09;132141235.4;52935309.11;29006621.9;20968879.33;3850000.0;15400000.0;19687500.0;2928589.42;;;;;;7522638.74;31608245.57;26918553.04;19531832.78;6509382.04;;-10483605.89;-10151792.18;31988609.65
C_906;1;GmbH;76706;47789;1976;19.0;GKV;400559.73;400559.73;401693.42;20883.59;-3158.61;16.34;3174.95;17724.98;16724.98;13353.48;165654.12;70009.42;42139.53;0.0;29478.41;;;34909.01;;;;;;53505.17;47999.12;48755.62;6178.95;;;39580.92;-689.56;-50584.21
C_009;1;GmbH;76530;79110;1987;260.0;GKV;278175.14;365097.82;286174.69;27227.33;-12788.35;82.44;12870.91;14438.98;14438.98;11579.73;409063.08;196725.21;37654.88;0.0;55235.29;;;72464.88;;;;;;;259963.21;87910.18;225.18;41572.28;;35680.88;-14897.5;-3552.75
C_751;0;GmbH & Co. KG;76571;74900;2001;;GKV;50355654.87;50355654.87;12145408.03;1786211.38;142486.25;169057.65;26571.4;1928697.63;1928697.63;1198587.39;29158273.05;18599691.0;200000.0;0.0;100000.0;200000.0;;2796447.67;;;;;;10358582.05;20520266.52;14614159.29;9920426.63;4632679.08;;-12316683.65;-337032.44;-2296604.0
